Ticket_ID,Open_Date,Close_Date,Category,Subcategory,Severity,Priority_Score,Department,Requesting_User,Affected_Node,Affected_Component,Affected_Subcomponent,Description,Resolution,Downtime_Hours,Root_Cause,Escalated,Escalation_Level,SLA_Met,Vendor_Ticket,Cost_Parts,Cost_Labor,Cost_Total,Follow_Up_Required,Related_Tickets,Response_Time_Min,Resolution_Time_Hr,Response_SLA_Met,Resolution_SLA_Met,Priority,Response_Min,Resolution_Hr
TKT-00441,2025-09-10 00:00,2025-09-13 00:00,Access_Request,New_Account,P3,399,Physics,user111,hpc-cpu-022,Fan,New Account,"User user095 from Physics submitted P3 incident for new account. Affected system: hpc-gpu-002, component: Fan. Job ID 4932949 failed after 14 hours of execution. Error log analysis shows CUDA error. Preliminary investigation: consulting with vendor.",Issue resolved via job resubmission. Verification: user confirmed resolution.,0.0,planned_change,No,L1,Yes,,0,0,0,,,133,13.5,Yes,Yes,P4,849,42.7
TKT-00451,2025-11-07 00:00,2025-11-21 00:00,Storage,Backup_Failure,P4,219,Chemistry,user015,hpc-gpu-082,NVMe,Backup Failure,"User user100 from Mathematics submitted P4 incident for backup failure. Affected system: hpc-gpu-025, component: NVMe. Job ID 6714078 hung after 34 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: scheduling diagnostic run.",Issue resolved via job resubmission. Verification: service restored to normal operation.,0.0,hardware_wear,No,L1,No,,0,0,0,,,219,43.6,Yes,No,P4,968,45.6
TKT-00460,2025-11-14 00:00,2025-11-15 00:00,Hardware_Failure,BMC_Issue,P1,881,Earth Sciences,user079,hpc-gpu-039,Fan,BMC Issue,"User user118 from Biology submitted P1 incident for bmc issue. Affected system: hpc-gpu-092, component: Fan. Job ID 9992355 produced incorrect results after 17 hours of execution. Error log analysis shows MPI abort. Preliminary investigation: consulting with vendor.",Issue resolved via escalation to vendor. Verification: monitoring alerts cleared.,5.1,capacity_limit,No,L3,No,,1800,1224,3024,Vendor review,,11,7.7,Yes,No,P4,129,105.4
TKT-00470,2025-08-04 00:00,2025-08-07 00:00,Hardware_Failure,BMC_Issue,P3,394,Mathematics,user078,hpc-cpu-005,Memory,BMC Issue,Hardware Failure incident reported via phone. Automated monitoring confirmed bmc issue on hpc-gpu-041. Impact assessment: department-wide impact. Initial diagnosis indicates capacity limitation. Prometheus alert: lustre_ost_full.,Issue resolved via user training. Verification: benchmark validation completed.,10.5,user_error,No,L1,Yes,NXG-SR-544843,180,549,729,Monitor 30 days,,112,7.1,Yes,Yes,P4,500,46.7
TKT-00480,2025-09-07 00:00,2025-09-22 00:00,Access_Request,New_Account,P4,240,Mathematics,user113,hpc-gpu-032,GPU,New Account,"User user056 from Earth Sciences submitted P4 incident for new account. Affected system: hpc-gpu-079, component: GPU. Job ID 8323800 produced incorrect results after 66 hours of execution. Error log analysis shows NCCL timeout. Preliminary investigation: scheduling diagnostic run.",Issue resolved via quota increase. Verification: user confirmed resolution.,0.0,user_error,No,L1,No,,0,0,0,,,541,19.4,No,Yes,P4,649,49.6
TKT-00489,2025-02-12 00:00,2025-02-21 00:00,Performance,Thermal_Throttle,P3,382,Computer Science,user013,hpc-gpu-062,Memory,Thermal Throttle,"User user099 from Computer Science submitted P3 incident for thermal throttle. Affected system: hpc-cpu-018, component: Memory. Job ID 3982158 timed out after 20 hours of execution. Error log analysis shows segfault. Preliminary investigation: consulting with vendor.",Issue resolved via system reboot. Verification: service restored to normal operation.,16.9,planned_change,No,L1,Yes,,0,0,0,Monitor 30 days,,124,4.5,Yes,Yes,P4,1005,162.3
TKT-00499,2025-04-03 00:00,2025-04-11 00:00,Software_Issue,Driver_Issue,P3,442,Physics,user100,hpc-gpu-069,Filesystem,Driver Issue,Software Issue incident reported via web portal. Automated monitoring confirmed driver issue on hpc-gpu-085. Impact assessment: department-wide impact. Initial diagnosis indicates user error. Prometheus alert: gpu_temp_critical.,Issue resolved via escalation to vendor. Verification: user confirmed resolution.,0.0,security_event,No,L1,Yes,,0,0,0,Vendor review,,229,13.5,Yes,Yes,P4,940,62.9
TKT-00506,2025-04-29 00:00,2025-04-30 00:00,Consultation,Workflow_Optimization,P4,171,Biology,user029,hpc-gpu-089,NVMe,Workflow Optimization,"User user066 from Physics submitted P4 incident for workflow optimization. Affected system: hpc-gpu-028, component: NVMe. Job ID 5440826 timed out after 59 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: scheduling diagnostic run.",Issue resolved via permission adjustment. Verification: node health check passed.,0.0,capacity_limit,No,L1,Yes,,0,0,0,Monitor 30 days,,240,36.8,Yes,Yes,P1,25,6.9
TKT-00509,2025-07-23 00:00,2025-07-30 00:00,Software_Issue,Library_Conflict,P3,358,Mathematics,user027,hpc-gpu-093,OS,Library Conflict,"User user002 from Biology submitted P3 incident for library conflict. Affected system: hpc-gpu-044, component: OS. Job ID 6317505 failed after 1 hours of execution. Error log analysis shows CUDA error. Preliminary investigation: consulting with vendor.",Issue resolved via permission adjustment. Verification: user confirmed resolution.,0.0,security_event,No,L1,Yes,,0,0,0,Monitor 30 days,,167,6.6,Yes,Yes,P4,396,141.5
TKT-00519,2025-03-16 00:00,2025-03-19 00:00,Hardware_Failure,Cable_Fault,P2,673,Biology,user040,hpc-gpu-032,GPU,Cable Fault,Hardware Failure incident reported via web portal. Automated monitoring confirmed cable fault on hpc-cpu-019. Impact assessment: single user affected. Initial diagnosis indicates user error. Prometheus alert: memory_pressure.,Issue resolved via quota increase. Verification: benchmark validation completed.,15.7,planned_change,Yes,L1,No,,180,184,364,Vendor review,,102,8.4,Yes,No,P4,274,108.6
TKT-00528,2025-08-24 00:00,2025-09-07 00:00,Account_Management,Visiting_Researcher,P4,221,Physics,user038,hpc-cpu-025,OS,Visiting Researcher,"User user013 from Physics submitted P4 incident for visiting researcher. Affected system: storage-003, component: OS. Job ID 6805803 produced incorrect results after 19 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: consulting with vendor.",Issue resolved via software patch. Verification: benchmark validation completed.,0.0,user_error,No,L1,Yes,,0,0,0,,,466,20.7,Yes,Yes,P4,1144,154.0
TKT-00532,2025-08-08 00:00,2025-08-11 00:00,Software_Issue,Compiler_Error,P4,245,Chemistry,user071,hpc-gpu-094,PSU,Compiler Error,Software Issue incident reported via email. Automated monitoring triggered alert for compiler error on hpc-gpu-096. Impact assessment: multiple users in department affected. Initial diagnosis indicates capacity limitation. Prometheus alert: memory_pressure.,Issue resolved via system reboot. Verification: service restored to normal operation.,0.0,hardware_wear,No,L1,No,,0,0,0,Schedule follow-up,,502,40.1,No,No,P1,29,5.3
TKT-00539,2025-03-11 00:00,2025-03-20 00:00,Security,Policy_Violation,P3,429,Medical Research,user092,hpc-gpu-016,Network_HCA,Policy Violation,"User user073 from Earth Sciences submitted P3 incident for policy violation. Affected system: hpc-gpu-010, component: Network_HCA. Job ID 7826045 timed out after 6 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: scheduling diagnostic run.",Issue resolved via component replacement. Verification: service restored to normal operation.,0.0,hardware_wear,No,L1,Yes,,0,0,0,Monitor 30 days,,236,11.1,Yes,Yes,P4,1430,79.6
TKT-00548,2025-06-27 00:00,2025-06-29 00:00,Hardware_Failure,Fan_Failure,P2,662,Earth Sciences,user112,hpc-cpu-021,Filesystem,Fan Failure,"User user109 from Chemistry submitted P2 incident for fan failure. Affected system: hpc-gpu-005, component: Filesystem. Job ID 8481327 crashed after 32 hours of execution. Error log analysis shows MPI abort. Preliminary investigation: scheduling diagnostic run.",Issue resolved via component replacement. Verification: node health check passed.,5.1,software_bug,No,L2,No,,1200,240,1440,Vendor review,,130,9.3,No,No,P4,218,152.6
TKT-00558,2025-02-23 00:00,2025-02-26 00:00,Software_Issue,Compiler_Error,P3,375,Computer Science,user089,hpc-gpu-092,CPU,Compiler Error,Software Issue incident reported via email. Automated monitoring confirmed compiler error on hpc-gpu-009. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates software misconfiguration. Prometheus alert: gpu_temp_critical.,Issue resolved via configuration update. Verification: benchmark validation completed.,0.0,firmware_incompatibility,No,L1,Yes,,0,0,0,,,79,8.2,Yes,Yes,P4,1056,130.9
TKT-00568,2025-01-10 00:00,2025-01-19 00:00,Security,Compliance_Audit,P3,384,Chemistry,user039,hpc-cpu-018,GPU,Compliance Audit,Security incident reported via Slack. Automated monitoring triggered alert for compliance audit on hpc-gpu-077. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates hardware wear. Prometheus alert: lustre_ost_full.,Issue resolved via system reboot. Verification: node health check passed.,0.0,software_bug,No,L1,No,,0,0,0,Vendor review,,202,19.0,Yes,No,P4,932,38.3
TKT-00577,2025-04-28 00:00,2025-05-11 00:00,Software_Issue,Library_Conflict,P4,246,Chemistry,user011,hpc-cpu-010,GPU,Library Conflict,Software Issue incident reported via web portal. Automated monitoring confirmed library conflict on hpc-gpu-012. Impact assessment: single user affected. Initial diagnosis indicates software misconfiguration. Prometheus alert: lustre_ost_full.,Issue resolved via permission adjustment. Verification: service restored to normal operation.,0.0,planned_change,No,L1,Yes,,0,0,0,,,397,28.8,Yes,Yes,P4,1356,108.8
TKT-00587,2025-08-05 00:00,2025-08-14 00:00,Network,Latency_Spike,P3,414,Computer Science,user004,hpc-gpu-025,CPU,Latency Spike,"User user015 from Engineering submitted P3 incident for latency spike. Affected system: hpc-gpu-003, component: CPU. Job ID 9785618 failed after 11 hours of execution. Error log analysis shows MPI abort. Preliminary investigation: consulting with vendor.",Issue resolved via job resubmission. Verification: monitoring alerts cleared.,19.0,config_drift,No,L1,Yes,,0,1579,1579,Schedule follow-up,,156,9.7,Yes,Yes,P4,807,162.2
TKT-00596,2025-09-21 00:00,2025-09-23 00:00,Storage,Quota_Exceeded,P2,745,Biology,user052,hpc-gpu-052,OS,Quota Exceeded,Storage incident reported via email. Automated monitoring triggered alert for quota exceeded on hpc-gpu-038. Impact assessment: department-wide impact. Initial diagnosis indicates user error. Prometheus alert: memory_pressure.,Issue resolved via software patch. Verification: user confirmed resolution.,0.0,environmental,No,L2,No,,0,0,0,,,139,7.4,No,Yes,P4,599,28.7
TKT-00606,2025-04-19 00:00,2025-04-21 00:00,Hardware_Failure,BMC_Issue,P2,672,Mathematics,user029,hpc-gpu-077,Security,BMC Issue,"User user054 from Earth Sciences submitted P2 incident for bmc issue. Affected system: hpc-cpu-028, component: Security. Job ID 6343055 produced incorrect results after 21 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: reviewing system logs.",Issue resolved via escalation to vendor. Verification: user confirmed resolution.,7.6,hardware_wear,Yes,L2,Yes,,0,865,865,Monitor 30 days,,116,4.2,Yes,Yes,P4,1259,131.9
TKT-00615,2025-04-30 00:00,2025-05-08 00:00,Training,Container_Workshop,P4,236,Engineering,user055,hpc-gpu-013,Account,Container Workshop,"User user028 from Medical Research submitted P4 incident for container workshop. Affected system: hpc-gpu-049, component: Account. Job ID 1077512 hung after 67 hours of execution. Error log analysis shows segfault. Preliminary investigation: reviewing system logs.",Issue resolved via escalation to vendor. Verification: monitoring alerts cleared.,0.0,user_error,No,L1,Yes,,0,0,0,Vendor review,,260,24.3,Yes,Yes,P4,1191,54.3
TKT-00625,2025-06-30 00:00,2025-07-14 00:00,Account_Management,Billing_Dispute,P4,228,Chemistry,user069,hpc-gpu-010,Memory,Billing Dispute,"User user015 from Biology submitted P4 incident for billing dispute. Affected system: storage-004, component: Memory. Job ID 9414584 crashed after 54 hours of execution. Error log analysis shows filesystem I/O error. Preliminary investigation: scheduling diagnostic run.",Issue resolved via quota increase. Verification: monitoring alerts cleared.,0.0,environmental,No,L1,Yes,,0,0,0,Vendor review,,124,32.8,Yes,Yes,P4,1228,118.8
TKT-00634,2025-06-16 00:00,2025-07-01 00:00,Software_Issue,Kernel_Panic,P4,240,Engineering,user010,hpc-cpu-021,Scheduler,Kernel Panic,Software Issue incident reported via web portal. Automated monitoring confirmed kernel panic on hpc-gpu-025. Impact assessment: single user affected. Initial diagnosis indicates hardware wear. Prometheus alert: lustre_ost_full.,Issue resolved via system reboot. Verification: monitoring alerts cleared.,0.0,config_drift,No,L1,Yes,,0,0,0,Schedule follow-up,,305,26.7,Yes,Yes,P4,902,66.0
TKT-00644,2025-08-16 00:00,2025-08-19 00:00,Security,Vulnerability_Patch,P2,736,Computer Science,user046,hpc-gpu-093,OS,Vulnerability Patch,Security incident reported via phone. Automated monitoring confirmed vulnerability patch on hpc-gpu-011. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates hardware wear. Prometheus alert: memory_pressure.,Issue resolved via permission adjustment. Verification: service restored to normal operation.,0.0,user_error,No,L3,No,,0,0,0,Monitor 30 days,,86,9.1,Yes,No,P4,735,146.9
TKT-00654,2025-10-31 00:00,2025-11-08 00:00,Performance,Memory_Pressure,P3,436,Computer Science,user080,hpc-gpu-032,OS,Memory Pressure,Performance incident reported via web portal. Automated monitoring confirmed memory pressure on hpc-cpu-017. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates capacity limitation. Prometheus alert: disk_io_wait.,Issue resolved via configuration update. Verification: node health check passed.,19.2,security_event,No,L1,No,,0,0,0,Schedule follow-up,,251,13.0,No,Yes,P4,723,54.2
TKT-00663,2025-02-26 00:00,2025-02-28 00:00,Security,Vulnerability_Patch,P2,719,Physics,user078,hpc-gpu-025,GPU,Vulnerability Patch,"User user092 from Earth Sciences submitted P2 incident for vulnerability patch. Affected system: hpc-gpu-059, component: GPU. Job ID 4003110 hung after 70 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: consulting with vendor.",Issue resolved via configuration update. Verification: user confirmed resolution.,0.0,hardware_wear,No,L2,No,,0,0,0,Schedule follow-up,,92,8.1,Yes,No,P4,767,99.1
TKT-00673,2025-12-28 00:00,2026-01-03 00:00,Hardware_Failure,BMC_Issue,P4,202,Biology,user073,hpc-gpu-030,Security,BMC Issue,Hardware Failure incident reported via Slack. Automated monitoring confirmed bmc issue on hpc-cpu-015. Impact assessment: single user affected. Initial diagnosis indicates capacity limitation. Prometheus alert: disk_io_wait.,Issue resolved via firmware update. Verification: node health check passed.,18.7,config_drift,No,L1,No,NXG-SR-618979,1200,922,2122,Schedule follow-up,,526,41.2,No,No,P4,1159,44.3
TKT-00682,2025-01-09 00:00,2025-01-25 00:00,Security,Compliance_Audit,P4,200,Biology,user077,hpc-gpu-052,CPU,Compliance Audit,"User user091 from Medical Research submitted P4 incident for compliance audit. Affected system: hpc-gpu-036, component: CPU. Job ID 9906136 crashed after 13 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: reviewing system logs.",Issue resolved via component replacement. Verification: node health check passed.,0.0,security_event,No,L1,Yes,,0,0,0,Schedule follow-up,,267,15.1,Yes,Yes,P4,522,51.4
TKT-00692,2025-06-19 00:00,2025-06-30 00:00,Training,Container_Workshop,P4,218,Computer Science,user118,hpc-gpu-047,OS,Container Workshop,"User user047 from Physics submitted P4 incident for container workshop. Affected system: hpc-gpu-026, component: OS. Job ID 2326136 failed after 26 hours of execution. Error log analysis shows NCCL timeout. Preliminary investigation: reviewing system logs.",Issue resolved via software patch. Verification: benchmark validation completed.,0.0,planned_change,No,L1,Yes,,0,0,0,Vendor review,,405,27.1,Yes,Yes,P4,443,150.0
TKT-00701,2025-06-20 00:00,2025-07-02 00:00,Network,Link_Down,P4,213,Physics,user115,hpc-gpu-021,OS,Link Down,Network incident reported via Slack. Automated monitoring confirmed link down on hpc-gpu-055. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates hardware wear. Prometheus alert: disk_io_wait.,Issue resolved via job resubmission. Verification: node health check passed.,21.8,planned_change,No,L1,Yes,,0,1750,1750,,,121,9.9,Yes,Yes,P4,226,75.0
TKT-00711,2025-09-30 00:00,2025-10-01 00:00,Training,GPU_Programming,P3,369,Engineering,user093,hpc-gpu-039,OS,GPU Programming,"User user003 from Mathematics submitted P3 incident for gpu programming. Affected system: hpc-cpu-003, component: OS. Job ID 5398792 hung after 40 hours of execution. Error log analysis shows MPI abort. Preliminary investigation: reviewing system logs.",Issue resolved via system reboot. Verification: monitoring alerts cleared.,0.0,hardware_wear,No,L1,No,,0,0,0,Vendor review,,277,6.7,No,Yes,P4,700,51.9
TKT-00721,2025-02-04 00:00,2025-02-19 00:00,Performance,GPU_Utilization_Low,P4,207,Mathematics,user027,hpc-gpu-014,Memory,GPU Utilization Low,Performance incident reported via email. Automated monitoring confirmed gpu utilization low on hpc-cpu-005. Impact assessment: single user affected. Initial diagnosis indicates user error. Prometheus alert: gpu_temp_critical.,Issue resolved via quota increase. Verification: service restored to normal operation.,7.2,planned_change,No,L1,Yes,,0,0,0,Monitor 30 days,,290,11.2,Yes,Yes,P4,1089,80.5
TKT-00730,2025-04-02 00:00,2025-04-08 00:00,Hardware_Failure,PSU_Failure,P3,443,Biology,user092,hpc-gpu-096,Scheduler,PSU Failure,"User user032 from Mathematics submitted P3 incident for psu failure. Affected system: hpc-gpu-065, component: Scheduler. Job ID 4415967 failed after 20 hours of execution. Error log analysis shows CUDA error. Preliminary investigation: consulting with vendor.",Issue resolved via system reboot. Verification: user confirmed resolution.,22.8,user_error,No,L1,Yes,NXG-SR-560809,15500,950,16450,Schedule follow-up,,172,9.3,Yes,Yes,P4,1314,27.8
TKT-00740,2025-11-24 00:00,2025-12-07 00:00,Hardware_Failure,Fan_Failure,P4,233,Engineering,user005,hpc-gpu-011,Other,Fan Failure,Hardware Failure incident reported via email. Automated monitoring triggered alert for fan failure on hpc-gpu-041. Impact assessment: department-wide impact. Initial diagnosis indicates capacity limitation. Prometheus alert: disk_io_wait.,Issue resolved via escalation to vendor. Verification: service restored to normal operation.,7.7,software_bug,No,L1,Yes,NXG-SR-516534,1200,2082,3282,Vendor review,,286,26.9,Yes,Yes,P4,1321,130.5
TKT-00749,2025-06-23 00:00,2025-06-26 00:00,Performance,Thermal_Throttle,P2,686,Biology,user030,hpc-gpu-003,Fan,Thermal Throttle,"User user082 from Medical Research submitted P2 incident for thermal throttle. Affected system: hpc-cpu-023, component: Fan. Job ID 3510831 produced incorrect results after 57 hours of execution. Error log analysis shows NCCL timeout. Preliminary investigation: checking node health metrics.",Issue resolved via system reboot. Verification: user confirmed resolution.,22.2,environmental,No,L1,Yes,,0,0,0,Monitor 30 days,,93,3.6,Yes,Yes,P4,792,128.1
TKT-00759,2025-09-07 00:00,2025-09-09 00:00,Hardware_Failure,BMC_Issue,P3,412,Computer Science,user115,hpc-gpu-083,Memory,BMC Issue,Hardware Failure incident reported via phone. Automated monitoring triggered alert for bmc issue on hpc-gpu-042. Impact assessment: single user affected. Initial diagnosis indicates user error. Prometheus alert: node_cpu_high.,Issue resolved via escalation to vendor. Verification: benchmark validation completed.,3.5,software_bug,No,L1,No,NXG-SR-492623,15500,705,16205,Schedule follow-up,,165,16.5,Yes,No,P4,219,92.7
TKT-00768,2025-03-14 00:00,2025-03-17 00:00,Hardware_Failure,BMC_Issue,P3,431,Computer Science,user047,hpc-gpu-032,Network_HCA,BMC Issue,"User user065 from Mathematics submitted P3 incident for bmc issue. Affected system: hpc-gpu-040, component: Network_HCA. Job ID 2928614 crashed after 29 hours of execution. Error log analysis shows filesystem I/O error. Preliminary investigation: reviewing system logs.",Issue resolved via firmware update. Verification: node health check passed.,14.9,firmware_incompatibility,No,L1,No,NXG-SR-302914,15500,964,16464,Schedule follow-up,,213,16.9,Yes,No,P4,693,79.4
TKT-00778,2025-01-14 00:00,2025-01-17 00:00,Security,Unauthorized_Access,P3,362,Biology,user012,hpc-gpu-072,Fan,Unauthorized Access,Security incident reported via email. Automated monitoring confirmed unauthorized access on hpc-cpu-026. Impact assessment: single user affected. Initial diagnosis indicates environmental factor. Prometheus alert: network_errors.,Issue resolved via configuration update. Verification: service restored to normal operation.,0.0,environmental,No,L1,Yes,,0,0,0,Monitor 30 days,,104,5.7,Yes,Yes,P4,970,45.0
TKT-00787,2025-10-05 00:00,2025-10-09 00:00,Storage,Performance_Degradation,P3,364,Computer Science,user003,hpc-gpu-052,Fan,Performance Degradation,"User user096 from Chemistry submitted P3 incident for performance degradation. Affected system: hpc-gpu-075, component: Fan. Job ID 2251344 hung after 66 hours of execution. Error log analysis shows filesystem I/O error. Preliminary investigation: checking node health metrics.",Issue resolved via escalation to vendor. Verification: service restored to normal operation.,0.0,firmware_incompatibility,No,L1,Yes,,0,0,0,Monitor 30 days,,169,10.9,Yes,Yes,P4,1130,26.8
TKT-00797,2025-10-26 00:00,2025-11-02 00:00,Software_Issue,Compiler_Error,P4,154,Earth Sciences,user105,hpc-gpu-056,Scheduler,Compiler Error,"User user034 from Chemistry submitted P4 incident for compiler error. Affected system: hpc-cpu-016, component: Scheduler. Job ID 2263059 failed after 6 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: consulting with vendor.",Issue resolved via software patch. Verification: service restored to normal operation.,0.0,firmware_incompatibility,No,L1,Yes,,0,0,0,Vendor review,,387,29.8,Yes,Yes,P4,167,87.7
TKT-00807,2025-10-28 00:00,2025-11-01 00:00,Consultation,Benchmark_Request,P3,400,Computer Science,user008,hpc-cpu-014,Account,Benchmark Request,"User user097 from Earth Sciences submitted P3 incident for benchmark request. Affected system: hpc-gpu-029, component: Account. Job ID 9121119 produced incorrect results after 59 hours of execution. Error log analysis shows NCCL timeout. Preliminary investigation: consulting with vendor.",Issue resolved via configuration update. Verification: benchmark validation completed.,0.0,planned_change,No,L1,No,,0,0,0,,,63,19.6,Yes,No,P4,643,63.5
TKT-00816,2025-01-23 00:00,2025-01-27 00:00,Network,Link_Down,P3,380,Earth Sciences,user113,hpc-gpu-044,Filesystem,Link Down,Network incident reported via Slack. Automated monitoring triggered alert for link down on login-002. Impact assessment: department-wide impact. Initial diagnosis indicates user error. Prometheus alert: node_cpu_high.,Issue resolved via escalation to vendor. Verification: benchmark validation completed.,18.1,software_bug,No,L1,Yes,,0,1364,1364,Monitor 30 days,,171,6.0,Yes,Yes,P4,573,59.1
TKT-00826,2025-11-03 00:00,2025-11-11 00:00,Account_Management,Graduation_Deactivation,P3,362,Medical Research,user021,hpc-gpu-029,PSU,Graduation Deactivation,Account Management incident reported via web portal. Automated monitoring confirmed graduation deactivation on hpc-gpu-038. Impact assessment: multiple users in department affected. Initial diagnosis indicates hardware wear. Prometheus alert: memory_pressure.,Issue resolved via permission adjustment. Verification: user confirmed resolution.,0.0,config_drift,No,L1,No,,0,0,0,Vendor review,,261,11.7,No,Yes,P4,1284,76.5
TKT-00835,2025-12-10 00:00,2025-12-11 00:00,Performance,Network_Latency,P3,421,Biology,user104,hpc-gpu-049,CPU,Network Latency,"User user005 from Chemistry submitted P3 incident for network latency. Affected system: hpc-gpu-045, component: CPU. Job ID 1533235 hung after 27 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: reviewing system logs.",Issue resolved via component replacement. Verification: user confirmed resolution.,12.0,firmware_incompatibility,No,L1,No,,0,0,0,,,266,11.0,No,Yes,P4,726,151.1
TKT-00845,2025-04-04 00:00,2025-04-22 00:00,Access_Request,New_Account,P4,177,Mathematics,user030,hpc-gpu-012,Other,New Account,Access Request incident reported via phone. Automated monitoring confirmed new account on hpc-gpu-030. Impact assessment: single user affected. Initial diagnosis indicates environmental factor. Prometheus alert: node_cpu_high.,Issue resolved via user training. Verification: benchmark validation completed.,0.0,hardware_wear,No,L1,Yes,,0,0,0,Monitor 30 days,,342,28.3,Yes,Yes,P4,1419,167.6
TKT-00854,2025-01-09 00:00,2025-01-15 00:00,Storage,Performance_Degradation,P4,236,Biology,user101,hpc-gpu-001,Scheduler,Performance Degradation,"User user062 from Medical Research submitted P4 incident for performance degradation. Affected system: hpc-gpu-087, component: Scheduler. Job ID 6643693 hung after 46 hours of execution. Error log analysis shows NCCL timeout. Preliminary investigation: reviewing system logs.",Issue resolved via software patch. Verification: node health check passed.,0.0,security_event,No,L1,No,,0,0,0,Vendor review,,329,47.8,Yes,No,P4,829,126.5
TKT-00864,2025-12-11 00:00,2025-12-20 00:00,Hardware_Failure,Memory_DIMM,P4,201,Biology,user026,hpc-cpu-025,Application,Memory DIMM,"User user118 from Medical Research submitted P4 incident for memory dimm. Affected system: hpc-cpu-026, component: Application. Job ID 6101736 failed after 7 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: checking node health metrics.",Issue resolved via firmware update. Verification: monitoring alerts cleared.,6.2,config_drift,No,L1,No,,15500,1621,17121,Monitor 30 days,,159,41.6,Yes,No,P4,452,120.5
TKT-00869,2025-05-14 00:00,2025-05-21 00:00,Storage,Performance_Degradation,P3,389,Biology,user054,hpc-gpu-010,Application,Performance Degradation,"User user038 from Chemistry submitted P3 incident for performance degradation. Affected system: hpc-gpu-048, component: Application. Job ID 8418515 produced incorrect results after 28 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: checking node health metrics.",Issue resolved via user training. Verification: monitoring alerts cleared.,0.0,environmental,No,L1,Yes,,0,0,0,Vendor review,,200,8.2,Yes,Yes,P1,15,6.8
TKT-00874,2025-10-10 00:00,2025-10-19 00:00,Consultation,Benchmark_Request,P3,359,Computer Science,user045,hpc-gpu-030,OS,Benchmark Request,"User user020 from Earth Sciences submitted P3 incident for benchmark request. Affected system: hpc-gpu-023, component: OS. Job ID 8460129 produced incorrect results after 51 hours of execution. Error log analysis shows segfault. Preliminary investigation: reviewing system logs.",Issue resolved via component replacement. Verification: benchmark validation completed.,0.0,hardware_wear,No,L1,No,,0,0,0,,,296,14.5,No,Yes,P4,1375,31.8
TKT-00884,2025-04-18 00:00,2025-04-29 00:00,Consultation,Software_Selection,P4,174,Mathematics,user067,hpc-cpu-022,OS,Software Selection,"User user036 from Computer Science submitted P4 incident for software selection. Affected system: hpc-gpu-087, component: OS. Job ID 1402010 crashed after 12 hours of execution. Error log analysis shows MPI abort. Preliminary investigation: scheduling diagnostic run.",Issue resolved via quota increase. Verification: node health check passed.,0.0,security_event,No,L1,No,,0,0,0,Schedule follow-up,,441,43.6,Yes,No,P4,822,30.9
TKT-00894,2025-11-29 00:00,2025-12-01 00:00,Software_Issue,Module_Load,P4,234,Engineering,user100,hpc-gpu-066,CPU,Module Load,Software Issue incident reported via phone. Automated monitoring triggered alert for module load on hpc-gpu-030. Impact assessment: multiple users in department affected. Initial diagnosis indicates capacity limitation. Prometheus alert: lustre_ost_full.,Issue resolved via system reboot. Verification: monitoring alerts cleared.,0.0,software_bug,No,L1,No,,0,0,0,Vendor review,,249,47.0,Yes,No,P4,1248,107.3
TKT-00903,2025-05-27 00:00,2025-06-05 00:00,Software_Issue,Compiler_Error,P3,403,Physics,user083,hpc-gpu-050,CPU,Compiler Error,"User user011 from Chemistry submitted P3 incident for compiler error. Affected system: hpc-gpu-048, component: CPU. Job ID 3837914 hung after 59 hours of execution. Error log analysis shows MPI abort. Preliminary investigation: scheduling diagnostic run.",Issue resolved via permission adjustment. Verification: benchmark validation completed.,0.0,security_event,No,L1,No,,0,0,0,Vendor review,,63,16.9,Yes,No,P4,688,165.7
TKT-00913,2025-05-11 00:00,2025-05-15 00:00,Access_Request,SSH_Key,P2,701,Computer Science,user007,hpc-gpu-047,Security,SSH Key,Access Request incident reported via email. Automated monitoring triggered alert for ssh key on hpc-gpu-059. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates environmental factor. Prometheus alert: disk_io_wait.,Issue resolved via configuration update. Verification: benchmark validation completed.,0.0,capacity_limit,No,L2,No,,0,0,0,Monitor 30 days,,137,7.6,No,Yes,P4,1189,28.3
